City,Lat,Lon,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Tiarei,-17.5333,-149.3333,27.01,76,76,2.4,PF,1621916776
Bandarbeyla,9.4942,50.8122,28.32,65,0,8.94,SO,1621916937
Fukuechō,32.6881,128.8419,24.2,64,0,6.17,JP,1621917359
Ushuaia,-54.8,-68.3,-2.19,86,90,10.29,AR,1621916763
Arlit,18.7369,7.3853,29.93,9,0,2.97,NE,1621917360
Bereket,39.2446,55.5154,31.7,24,1,2.18,TM,1621917360
Mantes-la-Ville,48.9737,1.7025,7.0,92,60,5.94,FR,1621917360
Berdigestyakh,62.0989,126.6992,7.59,81,100,3.15,RU,1621917189
Broken Hill,-31.95,141.4333,16.84,67,75,6.69,AU,1621917361
Vila Franca do Campo,37.7167,-25.4333,17.23,68,100,4.42,PT,1621916788
Bredasdorp,-34.5322,20.0403,11.62,79,92,1.85,ZA,1621916780
Marsh Harbour,26.5412,-77.0636,23.74,64,0,5.61,BS,1621917327
Port Alfred,-33.5906,26.891,18.88,60,100,4.18,ZA,1621916789
Grande Prairie,55.1667,-118.8027,15.1,51,75,7.72,CA,1621917234
Busselton,-33.65,115.3333,16.69,53,99,0.77,AU,1621916770
East London,-33.0153,27.9116,15.52,63,0,1.54,ZA,1621916824
Vardø,70.3705,31.1107,2.11,65,17,1.84,NO,1621916800
Rikitea,-23.1203,-134.9692,24.23,82,100,4.27,PF,1621916768
Cape Town,-33.9258,18.4232,15.3,91,90,2.58,ZA,1621916657
Laas,46.6166,10.7002,8.56,99,100,0.87,IT,1621917362
Albany,42.6001,-73.9662,12.76,72,71,2.56,US,1621916754
Maragogi,-9.0122,-35.2225,23.83,74,78,2.19,BR,1621917363
Khāsh,28.2211,61.2158,32.09,12,2,2.74,IR,1621917363
New Norfolk,-42.7826,147.0587,16.86,48,100,4.78,AU,1621916799
Tiksi,71.6872,128.8694,4.11,87,12,2.43,RU,1621916777
Katangli,51.7102,143.2326,2.27,86,100,4.95,RU,1621917364
Punta Arenas,-53.15,-70.9167,0.06,75,40,10.54,CL,1621917081
Salinas,36.6777,-121.6555,13.55,63,1,4.63,US,1621916894
Inírida,3.8653,-67.9239,23.18,98,89,0.63,CO,1621916814
Puerto Ayora,-0.7393,-90.3518,23.64,91,63,2.24,EC,1621916787
Dingle,10.9995,122.6711,32.83,55,72,3.2,PH,1621916917
Hermanus,-34.4187,19.2345,12.67,76,96,2.01,ZA,1621916779
Malangali,-8.5667,34.85,14.42,76,14,4.8,TZ,1621917364
Severo-Kuril'sk,50.6789,156.125,5.85,69,100,6.22,RU,1621916765
Staraya Toropa,56.2801,31.6702,10.91,75,58,1.18,RU,1621917365
Jatai,-17.8814,-51.7144,15.22,56,72,1.89,BR,1621917365
Talnakh,69.4865,88.3972,-1.7,85,100,8.63,RU,1621917366
Itacaré,-14.2775,-38.9967,22.18,88,100,2.03,BR,1621917366
Riohacha,11.5444,-72.9072,26.12,83,96,5.56,CO,1621917366
Tual,-5.6667,132.75,28.1,79,42,9.01,ID,1621916877
Nabire,-3.3667,135.4833,30.3,65,81,1.85,ID,1621917167
Bluff,-46.6,168.3333,9.89,63,3,1.11,NZ,1621916778
Jamestown,42.097,-79.2353,17.9,89,75,0.45,US,1621917231
Bethel,41.3712,-73.414,12.02,65,90,2.57,US,1621916801
Saint-Philippe,-21.3585,55.7679,22.3,76,21,3.37,RE,1621916810
Shūshtar,32.0455,48.8567,37.45,13,12,2.08,IR,1621917367
Leningradskiy,69.3833,178.4167,1.74,94,99,3.84,RU,1621917367
Atuona,-9.8,-139.0333,26.82,73,1,8.27,PF,1621917368
Pisco,-13.7,-76.2167,17.03,82,12,2.06,PE,1621917287
Kavieng,-2.5744,150.7967,27.46,82,100,3.43,PG,1621916897
Iki-Burul,45.8208,44.6472,15.19,84,100,4.43,RU,1621917368
San Patricio,28.017,-97.5169,25.49,89,5,6.03,US,1621916771
São Filipe,14.8961,-24.4956,22.36,79,2,3.81,CV,1621916892
Mataura,-46.1927,168.8643,3.74,84,1,0.97,NZ,1621917369
Ribeira Grande,38.5167,-28.7,17.59,83,100,10.34,PT,1621916802
Qasigiannguit,68.8193,-51.1922,7.14,39,100,13.43,GL,1621917369
Kapaa,22.0752,-159.319,25.95,72,75,0.45,US,1621916774
Cockburn Town,21.4612,-71.1419,26.01,79,19,9.17,TC,1621916787
Nikolskoye,59.7035,30.7861,9.24,79,90,1.74,RU,1621916772
Mahébourg,-20.4081,57.7,24.16,78,40,2.57,MU,1621916544
Lata,40.1629,-8.3327,7.3,95,1,1.89,PT,1621916819
Hobart,-42.8794,147.3294,16.58,63,0,1.79,AU,1621916622
Soyaux,45.65,0.2,8.2,93,75,3.09,FR,1621917370
Saint George,37.1041,-113.5841,23.16,16,1,0.45,US,1621916571
Urubichá,-15.3833,-62.95,16.86,55,98,0.64,BO,1621917371
Praia da Vitória,38.7333,-27.0667,17.14,82,40,8.8,PT,1621917371
Avarua,-21.2078,-159.775,27.03,89,40,4.12,CK,1621917371
Chokurdakh,70.6333,147.9167,2.4,99,99,2.55,RU,1621916653
Klaksvík,62.2266,-6.589,7.51,93,100,7.33,FO,1621916872
Almenara,-16.1836,-40.6944,20.63,67,96,0.11,BR,1621917372
Doumé,4.2333,13.45,20.19,98,39,0.76,CM,1621917372
El Alto,-4.2714,-81.2147,19.4,87,65,6.63,PE,1621917373
Cidreira,-30.1811,-50.2056,12.3,78,0,5.72,BR,1621916775
Jalu,29.0331,21.5482,23.91,13,0,4.1,LY,1621916839
Lodja,-3.4833,23.4333,19.14,76,55,1.05,CD,1621917373
Mount Isa,-20.7333,139.5,28.87,32,40,3.6,AU,1621916794
Chagoda,59.164,35.3285,11.09,66,7,3.17,RU,1621917374
Yellowknife,62.456,-114.3525,-1.45,55,1,2.24,CA,1621917352
Saint Paul Harbor,57.79,-152.4072,13.73,47,1,3.09,US,1621916790
Salinópolis,-0.6136,-47.3561,26.7,85,18,4.95,BR,1621917374
Mlonggo,-6.5333,110.7,30.94,60,53,2.5,ID,1621917374
Havøysund,70.9963,24.6622,2.49,61,16,3.05,NO,1621916797
Teguise,29.0605,-13.564,17.12,83,20,11.73,ES,1621916847
Grindavik,63.8424,-22.4338,5.95,73,40,9.68,IS,1621917375
Ketchikan,55.3422,-131.6461,13.26,58,40,3.09,US,1621917375
Hilo,19.7297,-155.09,24.11,85,90,4.12,US,1621917121
Ryōtsu-minato,38.0833,138.4333,19.98,62,98,2.5,JP,1621917376
Luau,-10.7073,22.2247,11.33,74,42,1.62,AO,1621917376
Sitka,57.0531,-135.33,8.56,80,96,0.48,US,1621917376
Cuiluan,47.72,128.648,14.87,33,86,5.42,CN,1621917377
Sola,-13.8833,167.55,25.54,76,98,9.52,VU,1621916912
Thompson,55.7435,-97.8558,10.09,93,90,3.6,CA,1621916846
Clyde River,70.4692,-68.5914,-4.87,100,90,13.89,CA,1621916855
Ballina,-28.8667,153.5667,19.25,73,75,3.09,AU,1621916796
Plouzané,48.3833,-4.6167,9.52,83,75,8.96,FR,1621917377
Torbay,47.6666,-52.7314,-0.84,81,20,4.12,CA,1621916793
Morón,-34.6534,-58.6198,12.43,73,0,1.79,AR,1621917378
Vaini,-21.2,-175.2,24.09,78,75,2.57,TO,1621917378
Dikson,73.5069,80.5464,-2.06,75,12,4.78,RU,1621916780
Bathsheba,13.2167,-59.5167,26.34,74,40,7.19,BB,1621916821
Apollonia,36.9716,24.7231,22.42,77,0,5.87,GR,1621917379
Qaanaaq,77.484,-69.3632,-3.71,64,4,3.33,GL,1621916829
Kirakira,-10.4544,161.9205,27.35,78,77,4.91,SB,1621916843
Souillac,-20.5167,57.5167,24.21,76,40,4.17,MU,1621916889
Poso,-1.3959,120.7524,30.58,66,57,2.42,ID,1621917379
Nago,26.5881,127.9761,26.48,81,100,2.66,JP,1621916846
Great Yarmouth,52.6083,1.7305,7.62,90,15,5.94,GB,1621917380
Longyearbyen,78.2186,15.6401,-3.09,68,75,4.12,SJ,1621916843
Birao,10.2849,22.7882,26.19,48,100,1.72,CF,1621916938
Bengkulu,-3.8004,102.2655,29.23,69,51,1.98,ID,1621916915
Sena Madureira,-9.0656,-68.6569,17.88,99,83,0.98,BR,1621917365
Hong Kong,22.2855,114.1577,29.19,81,17,0.45,HK,1621916818
Beidao,34.5686,105.8933,21.71,49,100,6.98,CN,1621917381
Laguna,38.421,-121.4238,21.22,52,1,1.79,US,1621916801
Cap Malheureux,-19.9842,57.6142,24.7,71,8,1.79,MU,1621917381
Lázaro Cárdenas,17.9583,-102.2,25.58,70,4,1.59,MX,1621917381
Flin Flon,54.7682,-101.865,10.2,99,100,2.9,CA,1621916833
De Aar,-30.6497,24.0123,11.45,56,100,2.41,ZA,1621917382
Butaritari,3.0707,172.7902,25.42,84,100,3.22,KI,1621917382
George Town,5.4112,100.3354,32.4,69,20,2.06,MY,1621917235
Yanam,16.7333,82.2167,31.22,32,100,3.15,IN,1621917383
Egvekinot,66.3167,-179.1667,1.35,88,100,4.44,RU,1621917313
Tasiilaq,65.6145,-37.6368,0.09,95,100,17.5,GL,1621916841
Nahariya,33.0059,35.0941,22.95,54,1,0.77,IL,1621917383
Ladário,-19.0047,-57.6017,16.98,43,61,0.73,BR,1621917384
Berlevåg,70.8578,29.0864,3.0,69,75,1.92,NO,1621916857
Labuan,5.2767,115.2417,30.89,70,20,2.24,MY,1621917384
Beyla,8.6833,-8.6333,20.33,98,100,0.58,GN,1621917384
Tomatlán,19.9333,-105.25,22.68,81,0,0.68,MX,1621917385
Chapais,49.7834,-74.8492,6.88,59,82,3.42,CA,1621916868
Saldanha,-33.0117,17.9442,15.03,93,98,2.26,ZA,1621916803
Yumen,40.2833,97.2,24.15,8,100,6.13,CN,1621916863
Hamilton,39.1834,-84.5333,21.4,77,1,1.93,US,1621917246
Muzhi,65.3667,64.6667,8.83,40,100,3.52,RU,1621917385
Vostok,46.4856,135.8833,12.85,48,99,4.38,RU,1621916827
Lebu,-37.6167,-73.65,11.8,90,61,1.22,CL,1621916794
Barcelona,41.3888,2.159,15.97,80,75,0.45,ES,1621917364
Shizunai-furukawachō,42.3339,142.3669,13.05,82,63,6.01,JP,1621917386
Hambantota,6.1241,81.1185,26.19,79,90,11.07,LK,1621917386
Barrow,71.2906,-156.7887,-2.99,80,90,3.6,US,1621917387
Khatanga,71.9667,102.5,0.52,100,100,4.21,RU,1621916807
Carnarvon,-24.8667,113.6333,20.04,37,0,8.23,AU,1621916810
Husavik,66.0449,-17.3389,2.95,80,19,3.09,IS,1621917387
Green River,41.5286,-109.4662,9.47,49,20,5.83,US,1621917387
Cuamba,-14.8031,36.5372,13.41,83,0,1.97,MZ,1621917388
Trairi,-3.2778,-39.2689,25.44,84,89,4.21,BR,1621916887
Kouango,4.9934,19.9619,22.28,83,18,1.8,CF,1621917388
Fortuna,40.5982,-124.1573,14.45,62,90,0.0,US,1621917389
Cabo San Lucas,22.8909,-109.9124,24.7,57,0,4.09,MX,1621916598
Nokaneng,-19.6667,22.2667,9.69,53,0,2.45,BW,1621917389
Plettenberg Bay,-34.0527,23.3716,15.73,69,100,1.3,ZA,1621917389
Kumul,42.8,93.45,28.06,11,0,2.54,CN,1621916920
Carutapera,-1.195,-46.02,25.48,90,98,2.81,BR,1621916914
Ishigaki,24.3448,124.1572,31.07,70,40,5.14,JP,1621917390
Rio Grande,-32.035,-52.0986,11.3,75,2,6.3,BR,1621917390
Naze,28.3667,129.4833,19.51,73,100,2.02,JP,1621916801
Upernavik,72.7868,-56.1549,-3.55,74,69,1.9,GL,1621916820
Port Shepstone,-30.7414,30.455,16.64,44,53,3.32,ZA,1621917391
Deputatsky,69.3,139.9,9.41,46,92,4.2,RU,1621916880
Aripuanã,-9.1667,-60.6333,22.97,95,100,1.2,BR,1621916795
Touros,-5.1989,-35.4608,22.5,79,100,5.02,BR,1621917391
Port Macquarie,-31.4333,152.9167,20.45,59,43,3.68,AU,1621917391
Provideniya,64.3833,-173.3,6.06,61,0,11.0,RU,1621916819
Crotone,39.0851,17.1178,19.4,64,29,1.62,IT,1621917392
Castro,-24.7911,-50.0119,6.3,73,92,0.64,BR,1621917392
Itarema,-2.9248,-39.9167,25.12,87,88,5.45,BR,1621917392
Humaitá,-7.5061,-63.0208,23.14,99,91,1.68,BR,1621916905
Ponta do Sol,32.6667,-17.1,18.63,81,40,3.09,PT,1621916799
Mana,5.6592,-53.7767,23.74,98,100,2.19,GF,1621917393
Bara,10.3744,10.7288,25.95,70,53,2.28,NG,1621917393
Lumphat,13.4878,106.9816,26.83,85,100,2.09,KH,1621917393
Cayenne,4.9333,-52.3333,25.05,91,75,0.45,GF,1621916923
Fairbanks,64.8378,-147.7164,19.93,28,1,0.0,US,1621917109
San Cristobal,7.7669,-72.225,18.89,92,93,1.28,VE,1621917394
Guaymas,27.9333,-110.9,23.32,38,3,2.9,MX,1621917394
Hirara,24.8,125.2833,32.15,66,40,5.66,JP,1621917395
Mar del Plata,-38.0023,-57.5575,12.1,50,0,3.58,AR,1621917105
Novorzhev,57.0294,29.3338,10.95,81,75,1.14,RU,1621917395
Pevek,69.7008,170.3133,0.67,91,100,1.13,RU,1621916813
Islamkot,24.6997,70.177,36.77,28,0,7.18,PK,1621917396
Puerto Maldonado,-12.6,-69.1833,17.66,71,96,0.81,PE,1621917396
Salalah,17.0151,54.0924,29.05,70,75,5.14,OM,1621916914
Mersing,2.4312,103.8405,31.95,74,40,6.17,MY,1621916935
Harper,4.375,-7.7169,26.27,86,72,3.43,LR,1621916825
Dukat,62.55,155.55,4.42,59,92,5.02,RU,1621917397
Gambēla,8.25,34.5833,23.83,87,77,1.68,ET,1621917397
Celestún,20.8667,-90.4,26.26,76,32,6.78,MX,1621917397
Buala,-8.145,159.5921,28.2,76,100,2.48,SB,1621917398
Mezen',65.8522,44.24,2.29,94,100,4.74,RU,1621917398
Muhafazat Lahij,13.1667,44.5833,28.76,51,13,0.79,YE,1621917398
Āsbe Teferī,9.0833,40.8667,20.09,63,5,2.06,ET,1621917398
Kruisfontein,-34.0033,24.7314,13.27,74,97,1.76,ZA,1621917399
Aklavik,68.2191,-135.0107,7.46,63,27,5.55,CA,1621916898
Swellendam,-34.0226,20.4417,11.21,73,100,0.9,ZA,1621917399
Mbandaka,0.0487,18.2603,21.52,87,24,1.09,CD,1621917399
Oudtshoorn,-33.5907,22.2014,11.2,63,95,0.31,ZA,1621917400
Comodoro Rivadavia,-45.8667,-67.5,7.92,39,20,7.72,AR,1621916895
Suez,29.9737,32.5263,21.97,61,0,4.43,EG,1621917400
Stawell,-37.05,142.7667,12.12,91,100,8.12,AU,1621917401
Chumikan,54.7183,135.315,0.4,99,100,9.45,RU,1621917401
Daitari,21.1,85.75,22.24,75,100,10.24,IN,1621917401
Mackenzie,55.2999,-123.1698,15.12,51,75,1.54,CA,1621917402
Sisimiut,66.9395,-53.6735,2.79,51,98,4.59,GL,1621917402
Iqaluit,63.7506,-68.5145,-8.5,61,20,8.05,CA,1621916802
Sonoita,31.85,-112.8333,26.96,16,1,2.29,MX,1621917402
Danilov,58.1908,40.1717,12.81,66,1,3.54,RU,1621917403
Moree,-29.4667,149.85,23.01,35,0,4.12,AU,1621916854
Ancud,-41.8697,-73.8203,7.53,75,97,2.42,CL,1621916807
Victoria Point,-27.5833,153.3,23.24,65,45,2.24,AU,1621917403
Faanui,-16.4833,-151.75,27.29,74,100,3.09,PF,1621917403
Verāval,20.9,70.3667,30.46,66,15,6.95,IN,1621917362
Sur,22.5667,59.5289,35.0,39,1,4.0,OM,1621916852
La Ronge,55.1001,-105.2842,9.14,93,90,6.17,CA,1621916901
Rome,43.2128,-75.4557,15.4,78,1,0.0,US,1621916813
Chui,-33.6971,-53.4616,10.52,78,0,5.49,UY,1621917404
Bukoba,-1.3317,31.8122,19.5,76,5,2.65,TZ,1621917405
Beringovskiy,63.05,179.3167,0.34,97,100,5.14,RU,1621916930
Pedernales,18.0384,-71.744,26.58,73,23,1.92,DO,1621917405
Bertoua,4.5833,13.6833,19.74,96,27,0.69,CM,1621917405
Karratha,-20.7377,116.8463,25.55,31,54,9.5,AU,1621917406
Gizo Government Station,-8.103,156.8419,27.66,82,100,8.09,SB,1621917406
Jinzhou,41.1078,121.1417,22.95,12,57,4.58,CN,1621917406
Paphos,34.7667,32.4167,21.88,43,0,2.57,CY,1621917407
Maceió,-9.6658,-35.7353,21.69,73,0,2.79,BR,1621916926
Manyana,-23.4,21.7167,10.22,57,87,3.26,BW,1621917407
Cherskiy,68.75,161.3,11.81,44,100,4.7,RU,1621916826
Olafsvik,64.8945,-23.7142,6.45,81,100,5.73,IS,1621917408
Santa Cruz de la Sierra,-17.8,-63.1667,12.7,51,100,0.96,BO,1621917408
Saint-Augustin,51.226,-58.6502,6.05,57,83,9.37,CA,1621916833
Narsaq,60.9167,-46.05,6.12,97,100,3.37,GL,1621916877
Strezhevoy,60.7333,77.5889,7.99,77,100,3.66,RU,1621917127
Awjilah,29.1081,21.2869,25.29,12,0,3.14,LY,1621917409
Nantucket,41.2835,-70.0995,10.1,66,1,7.2,US,1621916867
Punghina,44.2819,22.9347,15.13,85,76,4.0,RO,1621917409
San Carlos,9.6612,-68.5827,24.24,89,71,1.15,VE,1621917409
San Ignacio,17.1561,-89.0714,25.08,99,0,1.28,BZ,1621917410
Esperance,-33.8667,121.9,14.91,64,100,5.2,AU,1621917410
Alta Floresta,-9.8756,-56.0861,22.76,80,32,1.83,BR,1621917410
Pemba,-12.974,40.5178,20.39,83,20,5.14,MZ,1621917411
Westport,41.1415,-73.3579,12.82,59,1,0.45,US,1621917411
Kawalu,-7.3817,108.2082,30.53,56,90,1.83,ID,1621917411
Aasiaat,68.7098,-52.8699,5.01,45,100,10.78,GL,1621917411
Talcahuano,-36.7167,-73.1167,8.82,100,75,1.03,CL,1621916885
Zelenogradsk,54.9589,20.4767,12.03,85,0,5.43,RU,1621917412
Road Town,18.4167,-64.6167,26.46,76,3,6.46,VG,1621917209
Bantry,51.6833,-9.45,8.71,85,100,5.62,IE,1621917412
Tuktoyaktuk,69.4541,-133.0374,-1.0,100,90,4.12,CA,1621917413
Fanai,38.517,44.9745,18.42,53,69,1.16,IR,1621917413
Arroyo de la Encomienda,41.6096,-4.7969,6.17,80,0,3.36,ES,1621917413
Mehtar Lām,34.6714,70.2094,28.4,14,0,1.48,AF,1621917413
Santa Catalina,9.3337,122.8637,29.99,65,100,2.42,PH,1621917414
Mayo,38.8876,-76.5119,13.9,79,90,2.68,US,1621917414
Valparaíso,-33.0393,-71.6273,11.8,68,0,5.14,CL,1621917405
Ixtapa,20.7,-105.2,23.57,88,1,0.0,MX,1621916888
Fengzhen,40.4394,113.1536,22.85,17,21,12.69,CN,1621917415
Ken Caryl,39.5773,-105.1169,13.8,52,31,0.45,US,1621917415
Dunedin,-45.8742,170.5036,9.89,61,0,2.68,NZ,1621917147
Novy Urengoy,66.0833,76.6333,3.41,45,53,2.64,RU,1621917324
Beloha,-25.1667,45.05,16.15,89,10,2.72,MG,1621916918
Hualmay,-11.0964,-77.6139,17.45,89,14,2.57,PE,1621917416
Arraial do Cabo,-22.9661,-42.0278,21.02,66,99,8.67,BR,1621917416
Ust-Nera,64.5667,143.2,12.39,39,100,1.7,RU,1621917416
Nikolayevka,53.1257,47.2041,17.07,67,97,2.97,RU,1621917417
Namatanai,-3.6667,152.4333,27.15,84,99,2.91,PG,1621916843
Igbo-Ora,7.4333,3.2833,23.73,94,94,1.2,NG,1621917417
Kaduqli,11.0167,29.7167,28.52,55,62,4.06,SD,1621917417
Rantepao,-2.9701,119.8978,27.62,67,35,1.65,ID,1621917418
Tarko-Sale,64.9225,77.785,5.56,49,73,3.07,RU,1621917126
Joliette,46.0168,-73.4492,11.37,74,62,2.91,CA,1621917301
Hobyo,5.3505,48.5268,27.2,69,75,8.99,SO,1621917418
Erzin,36.9559,36.2,22.22,52,3,1.44,TR,1621917418
Siniscola,40.5719,9.6922,14.75,85,0,4.13,IT,1621916932
Van,38.4924,43.3831,13.64,67,40,1.03,TR,1621917419
Lagoa,39.05,-27.9833,16.68,75,100,4.88,PT,1621917419
